name,main_category,sub_category,ratings,no_of_ratings,combined_features
ISHA TRADE Embellished Bollywood Lycra Blend Saree,women's clothing,Ethnic Wear,3.7,105.0,ISHA TRADE Embellished Bollywood Lycra Blend Saree women's clothing Ethnic Wear
"CONVRT ® Disposable Paper Foot Mat, Compatible for Passenger Car, Bus, Van, Truck, Crew Cab, Tractor, SUV, Pickup Truck, U...",car & motorbike,Car Accessories,4.2,54.0,"CONVRT ® Disposable Paper Foot Mat, Compatible for Passenger Car, Bus, Van, Truck, Crew Cab, Tractor, SUV, Pickup Truck, U... car & motorbike Car Accessories"
Red Tape Men Blue Walking Shoes-10,stores,Sportswear,3.9,4.0,Red Tape Men Blue Walking Shoes-10 stores Sportswear
RKG HANDICRAFTS White gold maroon potli combo matka potli women potli handbags,accessories,Handbags & Clutches,0.0,0.0,RKG HANDICRAFTS White gold maroon potli combo matka potli women potli handbags accessories Handbags & Clutches
blackberrys Black Coloured Mens Oxfords Shoes,men's shoes,Formal Shoes,4.1,3.0,blackberrys Black Coloured Mens Oxfords Shoes men's shoes Formal Shoes
HMP Fashion Womens chanderi cotton muilty work dress material with net work dupatta salwar suit piece,women's clothing,Clothing,5.0,6.0,HMP Fashion Womens chanderi cotton muilty work dress material with net work dupatta salwar suit piece women's clothing Clothing
Linen Club Yellow Checked Casual Regular Fit Linen Shirts for Men,men's clothing,Shirts,4.0,2.0,Linen Club Yellow Checked Casual Regular Fit Linen Shirts for Men men's clothing Shirts
"NJ Drawstring Muslin Bag,Coin Pouch,Herb Bag,Pouch for Wedding Party,Jewellery Bag,Gift wrap Pack Bag, Ring Pouch, Party g...",accessories,Bags & Luggage,0.0,0.0,"NJ Drawstring Muslin Bag,Coin Pouch,Herb Bag,Pouch for Wedding Party,Jewellery Bag,Gift wrap Pack Bag, Ring Pouch, Party g... accessories Bags & Luggage"
Bayer Premise SC (Imidacloprid 30.5%) for Termite Control for pre and Construction 250ml (1),home & kitchen,Garden & Outdoors,4.3,31.0,Bayer Premise SC (Imidacloprid 30.5%) for Termite Control for pre and Construction 250ml (1) home & kitchen Garden & Outdoors
Atasi International Rose Gold Crystal AD Diamond Necklace Jewellery Set with Earrings for Women and Girls Suits Best Part...,accessories,Fashion & Silver Jewellery,4.1,4.0,Atasi International Rose Gold Crystal AD Diamond Necklace Jewellery Set with Earrings for Women and Girls Suits Best Part... accessories Fashion & Silver Jewellery
"Airveda Abs Pm2.5, Pm10 App and Wi-Fi Enabled Pro Air Quality Monitor With Visual Indicator (White)",industrial supplies,"Test, Measure & Inspect",3.8,9.0,"Airveda Abs Pm2.5, Pm10 App and Wi-Fi Enabled Pro Air Quality Monitor With Visual Indicator (White) industrial supplies Test, Measure & Inspect"
"Lunar's Unisex 50L Water Resistant Office/Travel/Business Laptop Backpack, Bag for up to 17.3 inch Laptop/MacBook with rai...","tv, audio & cameras",All Electronics,4.0,0.0,"Lunar's Unisex 50L Water Resistant Office/Travel/Business Laptop Backpack, Bag for up to 17.3 inch Laptop/MacBook with rai... tv, audio & cameras All Electronics"
Cordian'O Mens Ultra Slim Jeans,men's clothing,Jeans,0.0,0.0,Cordian'O Mens Ultra Slim Jeans men's clothing Jeans
Amazon Brand - Arthur Harvey Men's Regular Casual Shirt,men's clothing,Shirts,4.3,46.0,Amazon Brand - Arthur Harvey Men's Regular Casual Shirt men's clothing Shirts
Osaka VCT880 Camera Tripod with Bag for Digital SLR & Video Cameras Load Capacity 5000 Grams,"tv, audio & cameras",Cameras,4.0,382.0,"Osaka VCT880 Camera Tripod with Bag for Digital SLR & Video Cameras Load Capacity 5000 Grams tv, audio & cameras Cameras"
Speedwav Mahindra Bolero 2011 Sle Basic Dashboard Trims Multisk35,car & motorbike,Car & Bike Care,0.0,0.0,Speedwav Mahindra Bolero 2011 Sle Basic Dashboard Trims Multisk35 car & motorbike Car & Bike Care
Xtreme TWS-R11 True Wireless Bluetooth Earbuds with 24 Hours Long Battery Backup (Black),"tv, audio & cameras",Headphones,4.7,3.0,"Xtreme TWS-R11 True Wireless Bluetooth Earbuds with 24 Hours Long Battery Backup (Black) tv, audio & cameras Headphones"
Kiaaron Women's Ikat Hand Block Print Jaipuri Cotton Mulmul Saree with Blouse Piece,women's clothing,Ethnic Wear,4.1,9.0,Kiaaron Women's Ikat Hand Block Print Jaipuri Cotton Mulmul Saree with Blouse Piece women's clothing Ethnic Wear
"Lotto LottoMenGreyLace-Upshoes(8907181914183,Grey,9)",men's shoes,Casual Shoes,5.0,1.0,"Lotto LottoMenGreyLace-Upshoes(8907181914183,Grey,9) men's shoes Casual Shoes"
INLAZER Formal Height Increasing (2.0 inches Instant) Shoes for Men's with Hidden Elevate,men's shoes,Formal Shoes,0.0,0.0,INLAZER Formal Height Increasing (2.0 inches Instant) Shoes for Men's with Hidden Elevate men's shoes Formal Shoes
Aaishwarya Solid Gold Plated 10mm Cuban Link Curb Chain Necklace Stainless Steel for Men.,accessories,Jewellery,5.0,1.0,Aaishwarya Solid Gold Plated 10mm Cuban Link Curb Chain Necklace Stainless Steel for Men. accessories Jewellery
MCFT Men's Techwear Backpack Japanese School Bag,bags & luggage,Backpacks,4.2,73.0,MCFT Men's Techwear Backpack Japanese School Bag bags & luggage Backpacks
Yamaha PSR-F52 61 Keys Portable Keyboard With Bajaao Keyboard Bag,music,Musical Instruments & Professional Audio,4.5,0.0,Yamaha PSR-F52 61 Keys Portable Keyboard With Bajaao Keyboard Bag music Musical Instruments & Professional Audio
YOUTH CLUB White Colour Watch for Women,accessories,Watches,2.7,2.0,YOUTH CLUB White Colour Watch for Women accessories Watches
AV2 Women's Rayon Empire Maternity Kurti,women's clothing,Ethnic Wear,4.0,465.0,AV2 Women's Rayon Empire Maternity Kurti women's clothing Ethnic Wear
Hanumex 8 x10.5 Feet Green & White Backdrop Thick Material Non Transparent White Green Combo Background Chromakey Live Gam...,"tv, audio & cameras",Camera Accessories,3.9,0.0,"Hanumex 8 x10.5 Feet Green & White Backdrop Thick Material Non Transparent White Green Combo Background Chromakey Live Gam... tv, audio & cameras Camera Accessories"
True Wireless TWS Bluetooth 5.1 Earphone Charging boxwireless Earbuds Stereo Sports Waterproof with Microphone True Wirele...,"tv, audio & cameras",Headphones,0.0,0.0,"True Wireless TWS Bluetooth 5.1 Earphone Charging boxwireless Earbuds Stereo Sports Waterproof with Microphone True Wirele... tv, audio & cameras Headphones"
ASICS Men's Gel-Nimbus 21 Running Shoes,stores,Sportswear,4.6,192.0,ASICS Men's Gel-Nimbus 21 Running Shoes stores Sportswear
IZHAR Men's and Women's Gold Plated Bloodstone Om Damru Shiv Kavach with Panchmukhi Rudraksha Mala Gold and Brown Wood and...,accessories,Jewellery,3.4,3.0,IZHAR Men's and Women's Gold Plated Bloodstone Om Damru Shiv Kavach with Panchmukhi Rudraksha Mala Gold and Brown Wood and... accessories Jewellery
"Fourwalls Beautiful Decorative Artificial Lily Flower Bunches for Home décor (60 cm Tall, 18 Flowers, White)",home & kitchen,Home Décor,4.1,122.0,"Fourwalls Beautiful Decorative Artificial Lily Flower Bunches for Home décor (60 cm Tall, 18 Flowers, White) home & kitchen Home Décor"
Abhinav Gems 11.50 Carat I Astrological Value Emerald Stone I Natural Lab-Certified Zambian Quality Emerald/Panna I Loose ...,accessories,Jewellery,3.3,4.0,Abhinav Gems 11.50 Carat I Astrological Value Emerald Stone I Natural Lab-Certified Zambian Quality Emerald/Panna I Loose ... accessories Jewellery
Benjoy Silicone Key Cover for Volkswagen Polo Set of 2 Black,car & motorbike,Car Accessories,5.0,1.0,Benjoy Silicone Key Cover for Volkswagen Polo Set of 2 Black car & motorbike Car Accessories
Teemoods Women's Polo T Shirts,women's clothing,Western Wear,0.0,0.0,Teemoods Women's Polo T Shirts women's clothing Western Wear
AdzMozi® DC Power Pigtail Male Cables with 2.1mm x 5.5mm connectors Barrel Jack tinned Lead for Security Surveillance Came...,"tv, audio & cameras",Security Cameras,0.0,0.0,"AdzMozi® DC Power Pigtail Male Cables with 2.1mm x 5.5mm connectors Barrel Jack tinned Lead for Security Surveillance Came... tv, audio & cameras Security Cameras"
Wrangler Men's Slim Jeans (WMJN004662_Light Indigo,men's clothing,Jeans,0.0,0.0,Wrangler Men's Slim Jeans (WMJN004662_Light Indigo men's clothing Jeans
Inc.5 Women's 900082_Navy Heeled Sandal,women's shoes,Fashion Sandals,2.5,2.0,Inc.5 Women's 900082_Navy Heeled Sandal women's shoes Fashion Sandals
PHILIPS Smart Wi-Fi LED T-Bulb 10-Watt WiZ Connected (Pack of 1) (Shades of White + Tunable + Dimmable + Pre-Set Modes) (C...,industrial supplies,Industrial & Scientific Supplies,3.7,202.0,PHILIPS Smart Wi-Fi LED T-Bulb 10-Watt WiZ Connected (Pack of 1) (Shades of White + Tunable + Dimmable + Pre-Set Modes) (C... industrial supplies Industrial & Scientific Supplies
Havells SS 390 600mm Ceiling Fan (White),appliances,Heating & Cooling Appliances,4.2,228.0,Havells SS 390 600mm Ceiling Fan (White) appliances Heating & Cooling Appliances
"Buwico Protective Travel Storage Case for Dyson Airwrap Styler Hair Curler Accessories, Hard Shell Shockproof Dustproof Or...",beauty & health,Personal Care Appliances,4.0,72.0,"Buwico Protective Travel Storage Case for Dyson Airwrap Styler Hair Curler Accessories, Hard Shell Shockproof Dustproof Or... beauty & health Personal Care Appliances"
"dlx hmt Women Watch Casual Dress Analog Quartz Wrist Watches Stainless Steel Watch (Silver, Pack of 2)",accessories,Watches,0.0,0.0,"dlx hmt Women Watch Casual Dress Analog Quartz Wrist Watches Stainless Steel Watch (Silver, Pack of 2) accessories Watches"
ZEYO Women's Cotton Swan Printed Stylish Night Suit Set of Shirt & Pyjama 5611,women's clothing,Clothing,4.0,22.0,ZEYO Women's Cotton Swan Printed Stylish Night Suit Set of Shirt & Pyjama 5611 women's clothing Clothing
Red Tape Men's Derby Shoes,men's shoes,Formal Shoes,3.8,266.0,Red Tape Men's Derby Shoes men's shoes Formal Shoes
ECCO Helsinki 2 Mens Formal Shoes,men's shoes,Formal Shoes,0.0,0.0,ECCO Helsinki 2 Mens Formal Shoes men's shoes Formal Shoes
"Fashiol Cotton & Spandex Women's Soft Nursing Bra Padded Size L (30 Till 34) XL (36 Till 38) 2XL (40 Till 42) Grey, Brown,...",women's clothing,Lingerie & Nightwear,3.5,114.0,"Fashiol Cotton & Spandex Women's Soft Nursing Bra Padded Size L (30 Till 34) XL (36 Till 38) 2XL (40 Till 42) Grey, Brown,... women's clothing Lingerie & Nightwear"
Lavie Women's Glossy Fallon Satchel (Navy),accessories,Handbags & Clutches,0.0,0.0,Lavie Women's Glossy Fallon Satchel (Navy) accessories Handbags & Clutches
Puma Unisex-Adult Mapf1 Rs-Fast Me Sneaker,men's shoes,Casual Shoes,3.5,3.0,Puma Unisex-Adult Mapf1 Rs-Fast Me Sneaker men's shoes Casual Shoes
Pepe Jeans Men's Slim Jeans (PM206899R193_Blue Black Used,men's clothing,Jeans,0.0,0.0,Pepe Jeans Men's Slim Jeans (PM206899R193_Blue Black Used men's clothing Jeans
"WiFi Spy Magnet Camera with 150°Wide-Angle Lens,Stunning HD Video Quality 1920 x 1080p","tv, audio & cameras",Security Cameras,0.0,0.0,"WiFi Spy Magnet Camera with 150°Wide-Angle Lens,Stunning HD Video Quality 1920 x 1080p tv, audio & cameras Security Cameras"
MUTAQINOTI Men's Tan Loafer Luxury Leather Front Monk Casual Formal Slip On Loafers (MQLXCCSMTN),men's shoes,Casual Shoes,4.1,3.0,MUTAQINOTI Men's Tan Loafer Luxury Leather Front Monk Casual Formal Slip On Loafers (MQLXCCSMTN) men's shoes Casual Shoes
"LG 32 L Charcoal Convection Microwave Oven (MJEN326SF, Black)",appliances,All Appliances,4.4,229.0,"LG 32 L Charcoal Convection Microwave Oven (MJEN326SF, Black) appliances All Appliances"
KETCH Men Jeans,men's clothing,Jeans,0.0,0.0,KETCH Men Jeans men's clothing Jeans
Liberty Coolers Men's Brown Hawaii Thong Sandals,stores,Men's Fashion,3.6,826.0,Liberty Coolers Men's Brown Hawaii Thong Sandals stores Men's Fashion
Swasti Retail Natural Firoja Turquoise Unheated and Untreated Precious Gemstone Panchdhatu Adjustable Free Size Ring for M...,accessories,Jewellery,4.3,7.0,Swasti Retail Natural Firoja Turquoise Unheated and Untreated Precious Gemstone Panchdhatu Adjustable Free Size Ring for M... accessories Jewellery
HYGN+ Rat Mouse Cockroach Lizard Sticky Trap Glue Pad for Home Office Shop Godown Store Car Vehicle Child Pet Safe Non-Poi...,home & kitchen,Garden & Outdoors,3.6,201.0,HYGN+ Rat Mouse Cockroach Lizard Sticky Trap Glue Pad for Home Office Shop Godown Store Car Vehicle Child Pet Safe Non-Poi... home & kitchen Garden & Outdoors
"REHBAR Sling bags for girls- Crossbody side small sling messenger women's bags, hand leather travel shoulder slings purses...",accessories,Handbags & Clutches,0.0,0.0,"REHBAR Sling bags for girls- Crossbody side small sling messenger women's bags, hand leather travel shoulder slings purses... accessories Handbags & Clutches"
"BARKEYO Men's Regular Fit Track Pants, FT_Ball-220",stores,Men's Fashion,3.2,296.0,"BARKEYO Men's Regular Fit Track Pants, FT_Ball-220 stores Men's Fashion"
Lee Men's Fitted Shirt,men's clothing,Shirts,0.0,0.0,Lee Men's Fitted Shirt men's clothing Shirts
PERFECTBLUE Kurti for Women Stitched Ready-to-wear (RubyKurtiPlazo_Variation),women's clothing,Ethnic Wear,2.5,2.0,PERFECTBLUE Kurti for Women Stitched Ready-to-wear (RubyKurtiPlazo_Variation) women's clothing Ethnic Wear
"UBON CL-100 Wireless in Ear Bluetooth Neckband Upto 20 Hours Playback, 10mm Drivers Magnetic Earbuds | Crystal Clear Sound...","tv, audio & cameras",Headphones,0.0,0.0,"UBON CL-100 Wireless in Ear Bluetooth Neckband Upto 20 Hours Playback, 10mm Drivers Magnetic Earbuds | Crystal Clear Sound... tv, audio & cameras Headphones"
ACTIVA 1200 MM 390 RPM High Speed Bee Approved 5 Star Rated Anti Dust Coating Star Deco Ceiling Fan Ivory Comes with 2 Yea...,appliances,Heating & Cooling Appliances,3.8,22.0,ACTIVA 1200 MM 390 RPM High Speed Bee Approved 5 Star Rated Anti Dust Coating Star Deco Ceiling Fan Ivory Comes with 2 Yea... appliances Heating & Cooling Appliances
ACCESSHER Gold Plated Traditional and Ethnic Jewellery Inspired Antique Finish Screw Closure Statement Kada/Bangles/Festiv...,accessories,Fashion & Silver Jewellery,5.0,1.0,ACCESSHER Gold Plated Traditional and Ethnic Jewellery Inspired Antique Finish Screw Closure Statement Kada/Bangles/Festiv... accessories Fashion & Silver Jewellery
OMEE GOLD Military/Army Dark Green Collared Indian Army Uri Style Zip T-Shirt for Men (38),men's clothing,T-shirts & Polos,4.3,13.0,OMEE GOLD Military/Army Dark Green Collared Indian Army Uri Style Zip T-Shirt for Men (38) men's clothing T-shirts & Polos
Fossil Jolie Multicolor Crossbody Bag ZB1807249,accessories,Handbags & Clutches,5.0,2.0,Fossil Jolie Multicolor Crossbody Bag ZB1807249 accessories Handbags & Clutches
"Sunley Cricket Bats, Plastic bat, Plastic bat Cricket Full Size, Plastic bat Full Size, Cricket Bat (Golden Color)",sports & fitness,Cricket,0.0,0.0,"Sunley Cricket Bats, Plastic bat, Plastic bat Cricket Full Size, Plastic bat Full Size, Cricket Bat (Golden Color) sports & fitness Cricket"
FD Fashion PU Leather Handbags For Women & Girls Orange,accessories,Handbags & Clutches,0.0,0.0,FD Fashion PU Leather Handbags For Women & Girls Orange accessories Handbags & Clutches
Evolove Women's Cotton Half Sleeves Round Neck Night Suit Set/Top Pyjama Set Super Soft Comfortable,women's clothing,Lingerie & Nightwear,3.9,498.0,Evolove Women's Cotton Half Sleeves Round Neck Night Suit Set/Top Pyjama Set Super Soft Comfortable women's clothing Lingerie & Nightwear
"HASTHIP® Mini Sealing Machine for Plastic Packaging, USB Rechargeable 2 in 1 Heat Sealer and Cutter Handheld Sealing Machi...",appliances,All Appliances,2.4,4.0,"HASTHIP® Mini Sealing Machine for Plastic Packaging, USB Rechargeable 2 in 1 Heat Sealer and Cutter Handheld Sealing Machi... appliances All Appliances"
RARE Women Casual Dress,women's clothing,Western Wear,4.1,38.0,RARE Women Casual Dress women's clothing Western Wear
"BigMart? Spiritual Tabeez Openable Drum Shape Taviz, Tabeez, Pendant for Good Luck with Black Thread to Protect from Evil ...",accessories,Fashion & Silver Jewellery,3.1,7.0,"BigMart? Spiritual Tabeez Openable Drum Shape Taviz, Tabeez, Pendant for Good Luck with Black Thread to Protect from Evil ... accessories Fashion & Silver Jewellery"
Trending Casual Shoes,men's shoes,Casual Shoes,4.5,2.0,Trending Casual Shoes men's shoes Casual Shoes
Brachy Women's Breast Petals Breast Pasties Adhesive Nipple Stickers Cover Love Tassel Breast Concealer Pad Sequined Cloth...,women's clothing,Lingerie & Nightwear,4.6,15.0,Brachy Women's Breast Petals Breast Pasties Adhesive Nipple Stickers Cover Love Tassel Breast Concealer Pad Sequined Cloth... women's clothing Lingerie & Nightwear
Syutm Men's Multipurpose Unisex Nylon Waist Pouch Fanny Pack Stylish Travel Bag Pouch with Belt Adjustable Strap (Black),bags & luggage,Travel Accessories,3.8,7.0,Syutm Men's Multipurpose Unisex Nylon Waist Pouch Fanny Pack Stylish Travel Bag Pouch with Belt Adjustable Strap (Black) bags & luggage Travel Accessories
Art Street Designer Gold Table photo frame Set of 3 antique Table Photo Frame (Gold),home & kitchen,Home Décor,3.9,294.0,Art Street Designer Gold Table photo frame Set of 3 antique Table Photo Frame (Gold) home & kitchen Home Décor
"Neska Moda 12 To 18 Months Baby Boys & Baby Girls Cotton Lace Shoes/Booties (Yellow,Orange) -BT1188andBT1191",kids' fashion,Baby Fashion,0.0,0.0,"Neska Moda 12 To 18 Months Baby Boys & Baby Girls Cotton Lace Shoes/Booties (Yellow,Orange) -BT1188andBT1191 kids' fashion Baby Fashion"
YORBAX® Feather Badminton Shuttlecock Pack 0f 10,sports & fitness,Badminton,2.9,3.0,YORBAX® Feather Badminton Shuttlecock Pack 0f 10 sports & fitness Badminton
"Carson MicroFlip 100x-250x LED Lighted Pocket Microscope with Flip Down Slide Base, Smartphone Adapter Clip, and UV Flashl...","tv, audio & cameras",Cameras,3.9,0.0,"Carson MicroFlip 100x-250x LED Lighted Pocket Microscope with Flip Down Slide Base, Smartphone Adapter Clip, and UV Flashl... tv, audio & cameras Cameras"
"SUNBELL Brand, Model - PLATINUM GOLD, Socket Type Fan Regulator",appliances,Heating & Cooling Appliances,4.4,16.0,"SUNBELL Brand, Model - PLATINUM GOLD, Socket Type Fan Regulator appliances Heating & Cooling Appliances"
Wrangler Men's Retro Slim Fit Straight Leg Jean,men's clothing,Jeans,4.4,0.0,Wrangler Men's Retro Slim Fit Straight Leg Jean men's clothing Jeans
Adyashree Emporium Traditional Gold Plated Maharani Haar South Indian Bridal Temple Jewellery Necklace set with Earrings. ...,accessories,Fashion & Silver Jewellery,0.0,0.0,Adyashree Emporium Traditional Gold Plated Maharani Haar South Indian Bridal Temple Jewellery Necklace set with Earrings. ... accessories Fashion & Silver Jewellery
"RAJCHAIR Office revolving Chair Parts Star PVC Base for Office Chair with Black&White Wheel OR Caster, Shining Chair Base ...",home & kitchen,Furniture,3.6,114.0,"RAJCHAIR Office revolving Chair Parts Star PVC Base for Office Chair with Black&White Wheel OR Caster, Shining Chair Base ... home & kitchen Furniture"
